# NumberResearch.org area code dataset. License CC BY 4.0. Underlying data: NANPA (nanpa.com), file date 09/17/2026. Retrieved via numberresearch.org/datasets
npa,kind,status,country,region,in_service_date,parent_npa,dialing_pattern
757,geographic,in_service,US,VA,1996-07-01,804,10D
758,geographic,in_service,ST.LUCIA,ST. LUCIA,1996-07-01,809,7D
759,geographic,unassigned,,,,,
760,geographic,in_service,US,CA,1997-03-22,619,1+10D
761,geographic,planned,US,KY,,502,10D
762,geographic,in_service,US,GA,2006-05-16,706,10D
763,geographic,in_service,US,MN,2000-02-27,612,7D
764,geographic,unassigned,,,,,
765,geographic,in_service,US,IN,1997-02-01,317,7D
766,non_geographic,unassigned,,,,,
767,geographic,in_service,DOMINICA,DOMINICA,1997-10-01,809,7D
768,geographic,unassigned,,,,,
769,geographic,in_service,US,MS,2005-03-14,601,10D
770,geographic,in_service,US,GA,1995-08-01,404,10D
771,geographic,in_service,US,DC,2021-11-09,202,10D
772,geographic,in_service,US,FL,2002-02-11,561,7D
773,geographic,in_service,US,IL,1996-10-12,312,1+10D
774,geographic,in_service,US,MA,2001-05-02,508,10D
775,geographic,in_service,US,NV,1998-12-12,702,10D
776,geographic,unassigned,,,,,
777,non_geographic,unassigned,,,,,
778,geographic,in_service,CANADA,BRITISH COLUMBIA,2001-11-03,604,10D
779,geographic,in_service,US,IL,2007-03-17,815,1+10D
780,geographic,in_service,CANADA,ALBERTA,1999-05-18,,10D
781,geographic,in_service,US,MA,1997-09-01,617,10D
782,geographic,in_service,CANADA,NOVA SCOTIA - PRINCE EDWARD ISLAND,2014-11-30,902,10D
783,geographic,unassigned,,,,,
784,geographic,in_service,ST. VINCENT & GRENADINES,ST. VINCENT & GRENADINES,1998-06-01,809,7D
785,geographic,in_service,US,KS,1997-07-20,913,10D
786,geographic,in_service,US,FL,1998-03-01,305,10D
787,geographic,in_service,US,PR,1996-03-01,809,10D
788,non_geographic,unassigned,,,,,
789,geographic,unassigned,,,,,
790,non_geographic,reserved,,,,,
791,non_geographic,reserved,,,,,
792,non_geographic,reserved,,,,,
793,non_geographic,reserved,,,,,
794,non_geographic,reserved,,,,,
795,non_geographic,reserved,,,,,
796,non_geographic,reserved,,,,,
797,non_geographic,reserved,,,,,
798,non_geographic,reserved,,,,,
799,non_geographic,reserved,,,,,
800,toll_free,in_service,,,1966-01-01,,NA
801,geographic,in_service,US,UT,1947-01-01,,10D
802,geographic,in_service,US,VT,1947-01-01,,10D
803,geographic,in_service,US,SC,1947-01-01,,10D
804,geographic,in_service,US,VA,1973-06-24,,10D
805,geographic,in_service,US,CA,1957-01-01,213,1+10D
806,geographic,in_service,US,TX,1957-01-01,,10D
807,geographic,in_service,CANADA,ONTARIO,1962-01-01,,10D
808,geographic,in_service,US,HI,1957-01-01,,10D
809,geographic,in_service,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,1958-01-01,,10D
810,geographic,in_service,US,MI,1993-12-01,313,10D
811,non_geographic,not_assignable,,,,,
812,geographic,in_service,US,IN,1947-01-01,,10D
813,geographic,in_service,US,FL,1953-01-01,,10D
814,geographic,in_service,US,PA,1947-01-01,,10D
815,geographic,in_service,US,IL,1947-01-01,,1+10D
816,geographic,in_service,US,MO,1947-01-01,,10D
817,geographic,in_service,US,TX,1953-01-01,,10D
818,geographic,in_service,US,CA,1984-01-07,213,1+10D
819,geographic,in_service,CANADA,QUEBEC,1957-01-01,,10D
820,geographic,in_service,US,CA,2018-06-30,805,1+10D
821,geographic,in_service,US,SC,2024-08-19,864,10D
822,toll_free,planned,,,,,
823,geographic,reserved,,,,,
824,geographic,reserved,,,,,
825,geographic,in_service,CANADA,ALBERTA,2016-04-09,780,10D
826,geographic,in_service,US,VA,2022-06-14,540,10D
827,geographic,unassigned,,,,,
828,geographic,in_service,US,NC,1998-03-22,704,7D
829,geographic,in_service,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,2005-08-01,809,10D
830,geographic,in_service,US,TX,1997-07-07,210,10D
831,geographic,in_service,US,CA,1998-07-11,408,7D
832,geographic,in_service,US,TX,1999-01-16,713,10D
833,toll_free,in_service,,,2017-06-03,800,NA
834,geographic,unassigned,,,,,
835,geographic,in_service,US,PA,2022-09-02,484,10D
836,geographic,unassigned,,,,,
837,geographic,in_service,US,CA,2025-01-31,530,1+10D
838,geographic,in_service,US,NY,2017-09-19,518,10D
839,geographic,in_service,US,SC,2020-05-26,803,10D
840,geographic,in_service,US,CA,2021-02-23,909,1+10D
841,geographic,unassigned,,,,,
842,geographic,unassigned,,,,,
843,geographic,in_service,US,SC,1998-03-22,803,10D
844,toll_free,in_service,,,2013-12-07,800,NA
845,geographic,in_service,US,NY,2000-06-05,914,10D
846,geographic,unassigned,,,,,
847,geographic,in_service,US,IL,1996-01-20,708,1+10D
848,geographic,in_service,US,NJ,2001-12-29,732,10D
849,geographic,in_service,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,2009-07-01,809,10D
850,geographic,in_service,US,FL,1997-06-23,904,10D
851,geographic,reserved,CANADA,,,,
852,geographic,unassigned,,,,,
853,geographic,unassigned,,,,,
854,geographic,in_service,US,SC,2015-10-19,843,10D
855,toll_free,in_service,,,2010-10-09,800,NA
856,geographic,in_service,US,NJ,1999-06-12,609,10D
857,geographic,in_service,US,MA,2001-05-02,617,10D
858,geographic,in_service,US,CA,1999-06-12,619,1+10D
859,geographic,in_service,US,KY,2000-04-01,606,10D
860,geographic,in_service,US,CT,1995-08-28,203,10D
861,geographic,in_service,US,IL,2023-02-24,309,10D
862,geographic,in_service,US,NJ,2001-12-29,973,10D
863,geographic,in_service,US,FL,1999-09-20,941,7D
864,geographic,in_service,US,SC,1995-12-03,803,10D
865,geographic,in_service,US,TN,1999-11-01,423,10D
866,toll_free,in_service,,,2000-07-29,800,NA
867,geographic,in_service,CANADA,NORTHWEST TERRITORIES -YUKON - NUNAVUT,1997-10-21,403,10D
868,geographic,in_service,TRINIDAD & TOBAGO,TRINIDAD & TOBAGO,1997-06-01,809,7D
869,geographic,in_service,ST. KITTS & NEVIS,ST. KITTS & NEVIS,1996-10-01,809,7D
870,geographic,in_service,US,AR,1997-04-14,501,10D
871,geographic,reserved,CANADA,,,,
872,geographic,in_service,US,IL,2009-11-07,312,1+10D
873,geographic,in_service,CANADA,QUEBEC,2012-09-15,819,10D
874,geographic,unassigned,,,,,
875,geographic,unassigned,,,,,
876,geographic,in_service,JAMAICA,JAMAICA,1997-05-01,809,10D
877,toll_free,in_service,,,1998-04-04,800,NA
878,geographic,in_service,US,PA,2001-08-17,412,10D
879,geographic,in_service,CANADA,NEWFOUNDLAND AND LABRADOR,2024-02-17,709,10D
880,toll_free,reserved,,,,,
881,toll_free,reserved,,,,,
882,toll_free,reserved,,,,,
883,toll_free,reserved,,,,,
884,toll_free,reserved,,,,,
885,toll_free,reserved,,,,,
886,toll_free,reserved,,,,,
887,toll_free,reserved,,,,,
888,toll_free,in_service,,,1996-03-01,800,NA
889,toll_free,reserved,,,,,
890,non_geographic,reserved,,,,,
891,non_geographic,reserved,,,,,
892,non_geographic,reserved,,,,,
893,non_geographic,reserved,,,,,
894,non_geographic,reserved,,,,,
895,non_geographic,reserved,,,,,
896,non_geographic,reserved,,,,,
897,non_geographic,reserved,,,,,
898,non_geographic,reserved,,,,,
899,non_geographic,reserved,,,,,
900,premium,in_service,,,1971-01-01,,NA
901,geographic,in_service,US,TN,1947-01-01,,7D
902,geographic,in_service,CANADA,NOVA SCOTIA - PRINCE EDWARD ISLAND,1947-01-01,,10D
903,geographic,in_service,US,TX,1990-11-04,214,10D
904,geographic,in_service,US,FL,1965-07-11,,10D
905,geographic,in_service,CANADA,ONTARIO,1993-10-04,416,10D
906,geographic,in_service,US,MI,1961-03-19,,10D
907,geographic,in_service,US,AK,1957-01-01,,10D
908,geographic,in_service,US,NJ,1990-11-01,201,10D
909,geographic,in_service,US,CA,1992-11-14,714,1+10D
910,geographic,in_service,US,NC,1993-11-14,919,10D
911,non_geographic,not_assignable,,,,,
912,geographic,in_service,US,GA,1954-01-01,,10D
913,geographic,in_service,US,KS,1947-01-01,,7D
914,geographic,in_service,US,NY,1947-01-01,,10D
915,geographic,in_service,US,TX,1947-01-01,,10D
916,geographic,in_service,US,CA,1947-01-01,,1+10D
917,geographic,in_service,US,NY,1992-01-01,212,1+10D
918,geographic,in_service,US,OK,1953-01-01,,10D
919,geographic,in_service,US,NC,1954-01-01,,10D
920,geographic,in_service,US,WI,1997-07-26,414,10D
921,geographic,reserved,,,,,
922,non_geographic,unassigned,,,,,
923,geographic,reserved,,,,,
924,geographic,in_service,US,MN,2024-08-30,507,10D
925,geographic,in_service,US,CA,1998-03-14,510,1+10D
926,geographic,reserved,CANADA,,,,
927,geographic,unassigned,,,,,
928,geographic,in_service,US,AZ,2001-06-23,520,10D
929,geographic,in_service,US,NY,2011-04-16,347,1+10D
930,geographic,in_service,US,IN,2015-03-07,812,10D
931,geographic,in_service,US,TN,1997-09-15,615,7D
932,geographic,unassigned,,,,,
933,non_geographic,unassigned,,,,,
934,geographic,in_service,US,NY,2016-07-16,631,10D
935,geographic,unassigned,US,,,,
936,geographic,in_service,US,TX,2000-02-19,409,7D
937,geographic,in_service,US,OH,1996-09-28,513,10D
938,geographic,in_service,US,AL,2010-07-10,256,10D
939,geographic,in_service,US,PR,2001-09-15,787,10D
940,geographic,in_service,US,TX,1997-05-25,817,10D
941,geographic,in_service,US,FL,1995-05-28,813,10D
942,geographic,in_service,CANADA,ONTARIO,2025-04-26,416,10D
943,geographic,in_service,US,GA,2022-03-15,470,10D
944,non_geographic,unassigned,,,,,
945,geographic,in_service,US,TX,2021-01-15,214,10D
946,geographic,unassigned,,,,,
947,geographic,in_service,US,MI,2002-09-07,248,10D
948,geographic,in_service,US,VA,2022-05-09,757,10D
949,geographic,in_service,US,CA,1998-04-18,714,1+10D
950,non_geographic,not_assignable,,,,,
951,geographic,in_service,US,CA,2004-07-17,909,1+10D
952,geographic,in_service,US,MN,2000-02-27,612,10D
953,geographic,unassigned,,,,,
954,geographic,in_service,US,FL,1995-09-11,305,10D
955,non_geographic,unassigned,,,,,
956,geographic,in_service,US,TX,1997-07-07,210,7D
957,geographic,reserved,,,,,
958,geographic,unassigned,,,,,
959,geographic,in_service,US,CT,2014-08-30,860,10D
960,non_geographic,reserved,,,,,
961,non_geographic,reserved,,,,,
962,non_geographic,reserved,,,,,
963,non_geographic,reserved,,,,,
964,non_geographic,reserved,,,,,
965,non_geographic,reserved,,,,,
966,non_geographic,reserved,,,,,
967,non_geographic,reserved,,,,,
968,non_geographic,reserved,,,,,
969,non_geographic,reserved,,,,,
970,geographic,in_service,US,CO,1995-04-02,303,10D
971,geographic,in_service,US,OR,2000-10-01,503,10D
972,geographic,in_service,US,TX,1996-09-14,214,10D
973,geographic,in_service,US,NJ,1997-06-01,201,10D
974,geographic,unassigned,,,,,
975,geographic,in_service,US,MO,2023-10-13,816,10D
976,geographic,unassigned,,,,,
977,non_geographic,unassigned,,,,,
978,geographic,in_service,US,MA,1997-09-01,508,10D
979,geographic,in_service,US,TX,2000-02-19,409,7D
980,geographic,in_service,US,NC,2001-04-01,704,10D
981,geographic,unassigned,,,,,
982,geographic,unassigned,,,,,
983,geographic,in_service,US,CO,2022-06-17,303,10D
984,geographic,in_service,US,NC,2012-04-30,919,10D
985,geographic,in_service,US,LA,2001-02-12,504,7D
986,geographic,in_service,US,ID,2017-09-05,208,10D
987,geographic,unassigned,,,,,
988,non_geographic,not_assignable,,,,,
989,geographic,in_service,US,MI,2001-04-07,517,10D
990,non_geographic,reserved,,,,,
991,non_geographic,reserved,,,,,
992,non_geographic,reserved,,,,,
993,non_geographic,reserved,,,,,
994,non_geographic,reserved,,,,,
995,non_geographic,reserved,,,,,
996,non_geographic,reserved,,,,,
997,non_geographic,reserved,,,,,
998,non_geographic,reserved,,,,,
999,non_geographic,reserved,,,,,
